tool,rule_id,severity,file,line,column,message
pylint,too-many-positional-arguments,low,target/requests/src/requests/adapters.py,143,4,Too many positional arguments (7/5)
pylint,raise-missing-from,medium,target/requests/src/requests/adapters.py,474,12,"Consider explicitly re-raising using 'raise InvalidURL(e, request=request) from e'"
pylint,unnecessary-pass,medium,target/requests/src/requests/adapters.py,590,8,Unnecessary pass statement
pylint,too-many-arguments,low,target/requests/src/requests/adapters.py,613,4,Too many arguments (7/5)
pylint,too-many-branches,low,target/requests/src/requests/adapters.py,613,4,Too many branches (19/12)
pylint,too-many-positional-arguments,low,target/requests/src/requests/adapters.py,613,4,Too many positional arguments (7/5)
pylint,too-many-statements,low,target/requests/src/requests/adapters.py,613,4,Too many statements (51/50)
pylint,raise-missing-from,medium,target/requests/src/requests/adapters.py,637,12,"Consider explicitly re-raising using 'raise InvalidURL(e, request=request) from e'"
pylint,raise-missing-from,medium,target/requests/src/requests/adapters.py,657,16,"Consider explicitly re-raising using 'except ValueError as exc' and 'raise ValueError(f'Invalid timeout {timeout}. Pass a (connect, read) timeout tuple, or a single float to set both timeouts to the same value.') from exc'"
pylint,raise-missing-from,medium,target/requests/src/requests/adapters.py,682,12,"Consider explicitly re-raising using 'raise ConnectionError(err, request=request) from err'"
pylint,fixme,medium,target/requests/src/requests/adapters.py,686,17,TODO: Remove this in 3.0.0: see #2811
pylint,raise-missing-from,medium,target/requests/src/requests/adapters.py,688,20,"Consider explicitly re-raising using 'raise ConnectTimeout(e, request=request) from e'"
pylint,raise-missing-from,medium,target/requests/src/requests/adapters.py,691,16,"Consider explicitly re-raising using 'raise RetryError(e, request=request) from e'"
pylint,raise-missing-from,medium,target/requests/src/requests/adapters.py,694,16,"Consider explicitly re-raising using 'raise ProxyError(e, request=request) from e'"
pylint,raise-missing-from,medium,target/requests/src/requests/adapters.py,698,16,"Consider explicitly re-raising using 'raise SSLError(e, request=request) from e'"
pylint,raise-missing-from,medium,target/requests/src/requests/adapters.py,700,12,"Consider explicitly re-raising using 'raise ConnectionError(e, request=request) from e'"
pylint,raise-missing-from,medium,target/requests/src/requests/adapters.py,703,12,"Consider explicitly re-raising using 'raise ConnectionError(e, request=request) from e'"
pylint,raise-missing-from,medium,target/requests/src/requests/adapters.py,706,12,Consider explicitly re-raising using 'raise ProxyError(e) from e'
pylint,no-else-raise,low,target/requests/src/requests/adapters.py,709,12,"Unnecessary ""elif"" after ""raise"", remove the leading ""el"" from ""elif"""
pylint,raise-missing-from,medium,target/requests/src/requests/adapters.py,711,16,"Consider explicitly re-raising using 'raise SSLError(e, request=request) from e'"
pylint,raise-missing-from,medium,target/requests/src/requests/adapters.py,713,16,"Consider explicitly re-raising using 'raise ReadTimeout(e, request=request) from e'"
pylint,raise-missing-from,medium,target/requests/src/requests/adapters.py,715,16,"Consider explicitly re-raising using 'raise InvalidHeader(e, request=request) from e'"
pylint,line-too-long,low,target/requests/src/requests/api.py,17,,Line too long (139/100)
pylint,line-too-long,low,target/requests/src/requests/api.py,23,,Line too long (106/100)
pylint,line-too-long,low,target/requests/src/requests/api.py,26,,Line too long (133/100)
pylint,line-too-long,low,target/requests/src/requests/api.py,27,,Line too long (116/100)
pylint,line-too-long,low,target/requests/src/requests/api.py,28,,Line too long (116/100)
pylint,line-too-long,low,target/requests/src/requests/api.py,29,,Line too long (123/100)
pylint,line-too-long,low,target/requests/src/requests/api.py,36,,Line too long (136/100)
pylint,line-too-long,low,target/requests/src/requests/api.py,43,,Line too long (107/100)
pylint,missing-timeout,medium,target/requests/src/requests/api.py,73,11,Missing timeout argument for method 'request' can cause your program to hang indefinitely
pylint,missing-timeout,medium,target/requests/src/requests/api.py,85,11,Missing timeout argument for method 'request' can cause your program to hang indefinitely
pylint,missing-timeout,medium,target/requests/src/requests/api.py,100,11,Missing timeout argument for method 'request' can cause your program to hang indefinitely
pylint,line-too-long,low,target/requests/src/requests/api.py,109,,Line too long (106/100)
pylint,missing-timeout,medium,target/requests/src/requests/api.py,115,11,Missing timeout argument for method 'request' can cause your program to hang indefinitely
pylint,line-too-long,low,target/requests/src/requests/api.py,124,,Line too long (106/100)
pylint,missing-timeout,medium,target/requests/src/requests/api.py,130,11,Missing timeout argument for method 'request' can cause your program to hang indefinitely
pylint,line-too-long,low,target/requests/src/requests/api.py,139,,Line too long (106/100)
pylint,missing-timeout,medium,target/requests/src/requests/api.py,145,11,Missing timeout argument for method 'request' can cause your program to hang indefinitely
pylint,missing-timeout,medium,target/requests/src/requests/api.py,157,11,Missing timeout argument for method 'request' can cause your program to hang indefinitely
pylint,redefined-builtin,medium,target/requests/src/requests/auth.py,17,,Redefining built-in 'str'
pylint,consider-using-f-string,low,target/requests/src/requests/auth.py,37,12,Formatting a regular string which could be an f-string
pylint,consider-using-f-string,low,target/requests/src/requests/auth.py,47,12,Formatting a regular string which could be an f-string
pylint,too-few-public-methods,low,target/requests/src/requests/auth.py,69,,Too few public methods (1/2)
pylint,too-few-public-methods,low,target/requests/src/requests/auth.py,99,,Too few public methods (1/2)
pylint,missing-function-docstring,low,target/requests/src/requests/auth.py,116,4,Missing function or method docstring
pylint,too-many-branches,low,target/requests/src/requests/auth.py,126,4,Too many branches (18/12)
pylint,too-many-locals,low,target/requests/src/requests/auth.py,126,4,Too many local variables (28/15)
pylint,too-many-statements,low,target/requests/src/requests/auth.py,126,4,Too many statements (66/50)
pylint,consider-using-in,low,target/requests/src/requests/auth.py,143,11,"Consider merging these comparisons with 'in' by using '_algorithm in ('MD5', 'MD5-SESS')'. Use a set instead if elements are hashable."
pylint,invalid-name,low,target/requests/src/requests/auth.py,176,8,"Variable name ""KD"" doesn't conform to snake_case naming style"
pylint,unnecessary-lambda-assignment,low,target/requests/src/requests/auth.py,176,13,"Lambda expression assigned to a variable. Define a function using the ""def"" keyword instead."
pylint,fixme,medium,target/requests/src/requests/auth.py,181,9,XXX not implemented yet
pylint,invalid-name,low,target/requests/src/requests/auth.py,189,8,"Variable name ""A1"" doesn't conform to snake_case naming style"
pylint,invalid-name,low,target/requests/src/requests/auth.py,190,8,"Variable name ""A2"" doesn't conform to snake_case naming style"
pylint,invalid-name,low,target/requests/src/requests/auth.py,192,8,"Variable name ""HA1"" doesn't conform to snake_case naming style"
pylint,invalid-name,low,target/requests/src/requests/auth.py,193,8,"Variable name ""HA2"" doesn't conform to snake_case naming style"
pylint,invalid-name,low,target/requests/src/requests/auth.py,207,12,"Variable name ""HA1"" doesn't conform to snake_case naming style"
pylint,fixme,medium,target/requests/src/requests/auth.py,215,13,XXX handle auth-int.
pylint,fixme,medium,target/requests/src/requests/auth.py,220,9,XXX should the partial digests be encoded too?
pylint,unused-argument,medium,target/requests/src/requests/auth.py,236,,Unused argument 'kwargs'
pylint,pointless-statement,medium,target/requests/src/requests/auth.py,267,12,Statement seems to have no effect
pylint,protected-access,medium,target/requests/src/requests/auth.py,270,35,Access to a protected member _cookies of a client class
pylint,protected-access,medium,target/requests/src/requests/auth.py,271,33,Access to a protected member _cookies of a client class
pylint,redefined-outer-name,medium,target/requests/src/requests/compat.py,20,4,Redefining name 'chardet' from outer scope (line 30)
pylint,invalid-name,low,target/requests/src/requests/compat.py,46,,"Constant name ""has_simplejson"" doesn't conform to UPPER_CASE naming style"
pylint,unused-import,medium,target/requests/src/requests/compat.py,48,4,Unused simplejson imported as json
pylint,invalid-name,low,target/requests/src/requests/compat.py,50,4,"Constant name ""has_simplejson"" doesn't conform to UPPER_CASE naming style"
pylint,unused-import,medium,target/requests/src/requests/compat.py,52,4,Unused import json
pylint,unused-import,medium,target/requests/src/requests/compat.py,55,4,Unused JSONDecodeError imported from simplejson
pylint,unused-import,medium,target/requests/src/requests/compat.py,60,,Unused OrderedDict imported from collections
pylint,wrong-import-position,low,target/requests/src/requests/compat.py,60,,"Import ""from collections import OrderedDict"" should be placed at the top of the module"
pylint,unused-import,medium,target/requests/src/requests/compat.py,61,,Unused Callable imported from collections.abc
pylint,unused-import,medium,target/requests/src/requests/compat.py,61,,Unused Mapping imported from collections.abc
pylint,unused-import,medium,target/requests/src/requests/compat.py,61,,Unused MutableMapping imported from collections.abc
pylint,wrong-import-position,low,target/requests/src/requests/compat.py,61,,"Import ""from collections.abc import Callable, Mapping, MutableMapping"" should be placed at the top of the module"
pylint,unused-import,medium,target/requests/src/requests/compat.py,62,,Unused cookiejar imported from http as cookielib
pylint,wrong-import-position,low,target/requests/src/requests/compat.py,62,,"Import ""from http import cookiejar as cookielib"" should be placed at the top of the module"
pylint,unused-import,medium,target/requests/src/requests/compat.py,63,,Unused Morsel imported from http.cookies
pylint,wrong-import-position,low,target/requests/src/requests/compat.py,63,,"Import ""from http.cookies import Morsel"" should be placed at the top of the module"
pylint,unused-import,medium,target/requests/src/requests/compat.py,64,,Unused StringIO imported from io
pylint,wrong-import-position,low,target/requests/src/requests/compat.py,64,,"Import ""from io import StringIO"" should be placed at the top of the module"
pylint,unused-import,medium,target/requests/src/requests/compat.py,69,,Unused quote imported from urllib.parse
pylint,unused-import,medium,target/requests/src/requests/compat.py,69,,Unused quote_plus imported from urllib.parse
pylint,unused-import,medium,target/requests/src/requests/compat.py,69,,Unused unquote imported from urllib.parse
pylint,unused-import,medium,target/requests/src/requests/compat.py,69,,Unused unquote_plus imported from urllib.parse
pylint,unused-import,medium,target/requests/src/requests/compat.py,69,,Unused urldefrag imported from urllib.parse
pylint,unused-import,medium,target/requests/src/requests/compat.py,69,,Unused urlencode imported from urllib.parse
pylint,unused-import,medium,target/requests/src/requests/compat.py,69,,Unused urljoin imported from urllib.parse
pylint,unused-import,medium,target/requests/src/requests/compat.py,69,,Unused urlparse imported from urllib.parse
pylint,unused-import,medium,target/requests/src/requests/compat.py,69,,Unused urlsplit imported from urllib.parse
pylint,unused-import,medium,target/requests/src/requests/compat.py,69,,Unused urlunparse imported from urllib.parse
pylint,wrong-import-position,low,target/requests/src/requests/compat.py,69,,"Import ""from urllib.parse import quote, quote_plus, unquote, unquote_plus, urldefrag, urlencode, urljoin, urlparse, urlsplit, urlunparse"" should be placed at the top of the module"
pylint,unused-import,medium,target/requests/src/requests/compat.py,81,,Unused getproxies imported from urllib.request
pylint,unused-import,medium,target/requests/src/requests/compat.py,81,,Unused getproxies_environment imported from urllib.request
pylint,unused-import,medium,target/requests/src/requests/compat.py,81,,Unused parse_http_list imported from urllib.request
pylint,unused-import,medium,target/requests/src/requests/compat.py,81,,Unused proxy_bypass imported from urllib.request
pylint,unused-import,medium,target/requests/src/requests/compat.py,81,,Unused proxy_bypass_environment imported from urllib.request
pylint,wrong-import-position,low,target/requests/src/requests/compat.py,81,,"Import ""from urllib.request import getproxies, getproxies_environment, parse_http_list, proxy_bypass, proxy_bypass_environment"" should be placed at the top of the module"
pylint,invalid-name,low,target/requests/src/requests/compat.py,89,,"Class name ""builtin_str"" doesn't conform to PascalCase naming style"
pylint,invalid-name,low,target/requests/src/requests/compat.py,90,,"Class name ""str"" doesn't conform to PascalCase naming style"
pylint,redefined-builtin,medium,target/requests/src/requests/compat.py,90,,Redefining built-in 'str'
pylint,self-assigning-variable,medium,target/requests/src/requests/compat.py,90,,Assigning the same variable 'str' to itself
pylint,invalid-name,low,target/requests/src/requests/compat.py,91,,"Class name ""bytes"" doesn't conform to PascalCase naming style"
pylint,redefined-builtin,medium,target/requests/src/requests/compat.py,91,,Redefining built-in 'bytes'
pylint,self-assigning-variable,medium,target/requests/src/requests/compat.py,91,,Assigning the same variable 'bytes' to itself
pylint,missing-function-docstring,low,target/requests/src/requests/cookies.py,40,4,Missing function or method docstring
pylint,missing-function-docstring,low,target/requests/src/requests/cookies.py,43,4,Missing function or method docstring
pylint,missing-function-docstring,low,target/requests/src/requests/cookies.py,46,4,Missing function or method docstring
pylint,missing-function-docstring,low,target/requests/src/requests/cookies.py,49,4,Missing function or method docstring
pylint,missing-function-docstring,low,target/requests/src/requests/cookies.py,69,4,Missing function or method docstring
pylint,missing-function-docstring,low,target/requests/src/requests/cookies.py,72,4,Missing function or method docstring
pylint,missing-function-docstring,low,target/requests/src/requests/cookies.py,75,4,Missing function or method docstring
pylint,missing-function-docstring,low,target/requests/src/requests/cookies.py,84,4,Missing function or method docstring
pylint,missing-function-docstring,low,target/requests/src/requests/cookies.py,87,4,Missing function or method docstring
pylint,missing-function-docstring,low,target/requests/src/requests/cookies.py,91,4,Missing function or method docstring
pylint,missing-function-docstring,low,target/requests/src/requests/cookies.py,95,4,Missing function or method docstring
pylint,missing-function-docstring,low,target/requests/src/requests/cookies.py,99,4,Missing function or method docstring
pylint,missing-function-docstring,low,target/requests/src/requests/cookies.py,117,4,Missing function or method docstring
pylint,missing-function-docstring,low,target/requests/src/requests/cookies.py,120,4,Missing function or method docstring
pylint,protected-access,medium,target/requests/src/requests/cookies.py,131,56,Access to a protected member _original_response of a client class
pylint,protected-access,medium,target/requests/src/requests/cookies.py,136,23,Access to a protected member _original_response of a client class
pylint,redefined-argument-from-local,low,target/requests/src/requests/cookies.py,166,8,Redefining argument with the local name 'domain'
pylint,redefined-argument-from-local,low,target/requests/src/requests/cookies.py,166,16,Redefining argument with the local name 'path'
pylint,redefined-argument-from-local,low,target/requests/src/requests/cookies.py,166,22,Redefining argument with the local name 'name'
pylint,arguments-renamed,medium,target/requests/src/requests/cookies.py,194,4,Parameter 'key' has been renamed to 'name' in overriding 'RequestsCookieJar.get' method
pylint,inconsistent-return-statements,low,target/requests/src/requests/cookies.py,206,4,"Either all return statements in a function should return an expression, or none of them should."
pylint,arguments-differ,medium,target/requests/src/requests/cookies.py,358,4,Number of parameters was 1 in 'MutableMapping.update' and is now 2 in overriding 'RequestsCookieJar.update' method
pylint,arguments-differ,medium,target/requests/src/requests/cookies.py,358,4,Variadics removed in overriding 'RequestsCookieJar.update' method
pylint,invalid-name,low,target/requests/src/requests/cookies.py,398,8,"Variable name ""toReturn"" doesn't conform to snake_case naming style"
pylint,invalid-name,low,target/requests/src/requests/cookies.py,409,24,"Variable name ""toReturn"" doesn't conform to snake_case naming style"
pylint,raise-missing-from,medium,target/requests/src/requests/cookies.py,500,12,"Consider explicitly re-raising using 'except ValueError as exc' and 'raise TypeError(f""max-age: {morsel['max-age']} must be integer"") from exc'"
pylint,redefined-builtin,medium,target/requests/src/requests/exceptions.py,59,,Redefining built-in 'ConnectionError'
pylint,consider-using-f-string,low,target/requests/src/requests/help.py,50,33,Formatting a regular string which could be an f-string
pylint,missing-function-docstring,low,target/requests/src/requests/hooks.py,15,,Missing function or method docstring
pylint,fixme,medium,target/requests/src/requests/hooks.py,19,1,TODO: response is the only one
pylint,too-many-lines,low,target/requests/src/requests/models.py,1,,Too many lines in module (1037/1000)
pylint,unused-import,medium,target/requests/src/requests/models.py,13,,Unused import encodings.idna
pylint,redefined-builtin,medium,target/requests/src/requests/models.py,41,,Redefining built-in 'ConnectionError'
pylint,missing-class-docstring,low,target/requests/src/requests/models.py,84,,Missing class docstring
pylint,too-few-public-methods,low,target/requests/src/requests/models.py,84,,Too few public methods (1/2)
pylint,no-else-return,low,target/requests/src/requests/models.py,115,8,"Unnecessary ""elif"" after ""return"", remove the leading ""el"" from ""elif"""
pylint,too-many-branches,low,target/requests/src/requests/models.py,137,4,Too many branches (17/12)
pylint,too-many-locals,low,target/requests/src/requests/models.py,137,4,Too many local variables (16/15)
pylint,no-else-raise,low,target/requests/src/requests/models.py,146,8,"Unnecessary ""elif"" after ""raise"", remove the leading ""el"" from ""elif"""
pylint,missing-class-docstring,low,target/requests/src/requests/models.py,206,,Missing class docstring
pylint,too-many-instance-attributes,low,target/requests/src/requests/models.py,230,,Too many instance attributes (10/7)
pylint,too-many-arguments,low,target/requests/src/requests/models.py,258,4,Too many arguments (11/5)
pylint,too-many-positional-arguments,low,target/requests/src/requests/models.py,258,4,Too many positional arguments (11/5)
pylint,line-too-long,low,target/requests/src/requests/models.py,296,,Line too long (102/100)
pylint,too-many-arguments,low,target/requests/src/requests/models.py,351,4,Too many arguments (11/5)
pylint,too-many-positional-arguments,low,target/requests/src/requests/models.py,351,4,Too many positional arguments (11/5)
pylint,missing-function-docstring,low,target/requests/src/requests/models.py,382,4,Missing function or method docstring
pylint,protected-access,medium,target/requests/src/requests/models.py,387,8,Access to a protected member _cookies of a client class
pylint,protected-access,medium,target/requests/src/requests/models.py,390,8,Access to a protected member _body_position of a client class
pylint,import-outside-toplevel,low,target/requests/src/requests/models.py,401,8,Import outside toplevel (idna)
pylint,raise-missing-from,medium,target/requests/src/requests/models.py,406,12,Consider explicitly re-raising using 'except Exception as exc' and 'raise UnicodeError from exc'
pylint,too-many-branches,low,target/requests/src/requests/models.py,409,4,Too many branches (16/12)
pylint,raise-missing-from,medium,target/requests/src/requests/models.py,435,12,Consider explicitly re-raising using 'raise InvalidURL(*e.args) from e'
pylint,raise-missing-from,medium,target/requests/src/requests/models.py,454,16,Consider explicitly re-raising using 'except UnicodeError as exc' and 'raise InvalidURL('URL has an invalid label.') from exc'
pylint,too-many-branches,low,target/requests/src/requests/models.py,494,4,Too many branches (16/12)
pylint,raise-missing-from,medium,target/requests/src/requests/models.py,512,16,"Consider explicitly re-raising using 'raise InvalidJSONError(ve, request=self) from ve'"
pylint,unused-argument,medium,target/requests/src/requests/models.py,588,33,Unused argument 'url'
pylint,too-many-instance-attributes,low,target/requests/src/requests/models.py,640,,Too many instance attributes (13/7)
pylint,pointless-statement,medium,target/requests/src/requests/models.py,715,12,Statement seems to have no effect
pylint,no-else-return,low,target/requests/src/requests/models.py,792,8,"Unnecessary ""else"" after ""return"", remove the ""else"" and de-indent the code inside it"
pylint,raise-missing-from,medium,target/requests/src/requests/models.py,822,20,Consider explicitly re-raising using 'raise ChunkedEncodingError(e) from e'
pylint,raise-missing-from,medium,target/requests/src/requests/models.py,824,20,Consider explicitly re-raising using 'raise ContentDecodingError(e) from e'
pylint,raise-missing-from,medium,target/requests/src/requests/models.py,826,20,Consider explicitly re-raising using 'raise ConnectionError(e) from e'
pylint,raise-missing-from,medium,target/requests/src/requests/models.py,828,20,Consider explicitly re-raising using 'raise RequestsSSLError(e) from e'
pylint,no-else-raise,low,target/requests/src/requests/models.py,839,8,"Unnecessary ""elif"" after ""raise"", remove the leading ""el"" from ""elif"""
pylint,raise-missing-from,medium,target/requests/src/requests/models.py,971,20,"Consider explicitly re-raising using 'raise RequestsJSONDecodeError(e.msg, e.doc, e.pos) from e'"
pylint,raise-missing-from,medium,target/requests/src/requests/models.py,978,12,"Consider explicitly re-raising using 'raise RequestsJSONDecodeError(e.msg, e.doc, e.pos) from e'"
pylint,missing-module-docstring,low,target/requests/src/requests/packages.py,1,,Missing module docstring
pylint,unused-import,medium,target/requests/src/requests/sessions.py,33,,Unused REDIRECT_STATI imported from models
pylint,unused-import,medium,target/requests/src/requests/sessions.py,41,,Unused should_bypass_proxies imported from utils
pylint,missing-class-docstring,low,target/requests/src/requests/sessions.py,106,,Missing class docstring
pylint,too-many-arguments,low,target/requests/src/requests/sessions.py,159,4,Too many arguments (9/5)
pylint,too-many-branches,low,target/requests/src/requests/sessions.py,159,4,Too many branches (13/12)
pylint,too-many-locals,low,target/requests/src/requests/sessions.py,159,4,Too many local variables (20/15)
pylint,too-many-positional-arguments,low,target/requests/src/requests/sessions.py,159,4,Too many positional arguments (9/5)
pylint,too-many-statements,low,target/requests/src/requests/sessions.py,159,4,Too many statements (51/50)
pylint,protected-access,medium,target/requests/src/requests/sessions.py,240,35,Access to a protected member _cookies of a client class
pylint,protected-access,medium,target/requests/src/requests/sessions.py,241,26,Access to a protected member _cookies of a client class
pylint,protected-access,medium,target/requests/src/requests/sessions.py,242,45,Access to a protected member _cookies of a client class
pylint,protected-access,medium,target/requests/src/requests/sessions.py,251,25,Access to a protected member _body_position of a client class
pylint,too-many-instance-attributes,low,target/requests/src/requests/sessions.py,356,,Too many instance attributes (12/7)
pylint,too-many-arguments,low,target/requests/src/requests/sessions.py,500,4,Too many arguments (17/5)
pylint,too-many-locals,low,target/requests/src/requests/sessions.py,500,4,Too many local variables (22/15)
pylint,too-many-positional-arguments,low,target/requests/src/requests/sessions.py,500,4,Too many positional arguments (17/5)
pylint,unnecessary-comprehension,low,target/requests/src/requests/sessions.py,724,22,"Unnecessary use of a comprehension, use list(gen) instead."
pylint,protected-access,medium,target/requests/src/requests/sessions.py,739,16,Access to a protected member _next of a client class
pylint,pointless-statement,medium,target/requests/src/requests/sessions.py,746,12,Statement seems to have no effect
pylint,too-many-arguments,low,target/requests/src/requests/sessions.py,750,4,Too many arguments (6/5)
pylint,too-many-positional-arguments,low,target/requests/src/requests/sessions.py,750,4,Too many positional arguments (6/5)
pylint,consider-using-f-string,low,target/requests/src/requests/status_codes.py,118,15,Formatting a regular string which could be an f-string
pylint,global-statement,medium,target/requests/src/requests/status_codes.py,120,4,Using the global statement
pylint,redefined-builtin,medium,target/requests/src/requests/status_codes.py,120,4,Redefining built-in '__doc__'
pylint,missing-function-docstring,low,target/requests/src/requests/structures.py,76,4,Missing function or method docstring
pylint,too-many-lines,low,target/requests/src/requests/utils.py,1,,Too many lines in module (1096/1000)
pylint,unused-import,medium,target/requests/src/requests/utils.py,28,,Unused HEADER_VALIDATORS imported from _internal_utils
pylint,unused-import,medium,target/requests/src/requests/utils.py,28,,Unused to_native_string imported from _internal_utils
pylint,redefined-builtin,medium,target/requests/src/requests/utils.py,34,,Redefining built-in 'bytes'
pylint,redefined-builtin,medium,target/requests/src/requests/utils.py,43,,Redefining built-in 'str'
pylint,missing-function-docstring,low,target/requests/src/requests/utils.py,76,4,Missing function or method docstring
pylint,import-outside-toplevel,low,target/requests/src/requests/utils.py,78,12,Import outside toplevel (winreg)
pylint,invalid-name,low,target/requests/src/requests/utils.py,83,12,"Variable name ""internetSettings"" doesn't conform to snake_case naming style"
pylint,invalid-name,low,target/requests/src/requests/utils.py,88,12,"Variable name ""proxyEnable"" doesn't conform to snake_case naming style"
pylint,invalid-name,low,target/requests/src/requests/utils.py,90,12,"Variable name ""proxyOverride"" doesn't conform to snake_case naming style"
pylint,invalid-name,low,target/requests/src/requests/utils.py,99,8,"Variable name ""proxyOverride"" doesn't conform to snake_case naming style"
pylint,invalid-name,low,target/requests/src/requests/utils.py,101,8,"Variable name ""proxyOverride"" doesn't conform to snake_case naming style"
pylint,function-redefined,high,target/requests/src/requests/utils.py,114,4,function already defined line 43
pylint,no-else-return,low,target/requests/src/requests/utils.py,120,8,"Unnecessary ""else"" after ""return"", remove the ""else"" and de-indent the code inside it"
pylint,missing-function-docstring,low,target/requests/src/requests/utils.py,135,,Missing function or method docstring
pylint,too-many-branches,low,target/requests/src/requests/utils.py,135,,Too many branches (14/12)
pylint,inconsistent-return-statements,low,target/requests/src/requests/utils.py,204,,"Either all return statements in a function should return an expression, or none of them should."
pylint,import-outside-toplevel,low,target/requests/src/requests/utils.py,214,8,"Import outside toplevel (netrc.NetrcParseError, netrc.netrc)"
pylint,inconsistent-return-statements,low,target/requests/src/requests/utils.py,261,,"Either all return statements in a function should return an expression, or none of them should."
pylint,line-too-long,low,target/requests/src/requests/utils.py,283,,Line too long (128/100)
pylint,line-too-long,low,target/requests/src/requests/utils.py,284,,Line too long (105/100)
pylint,consider-using-with,low,target/requests/src/requests/utils.py,291,15,Consider using 'with' for resource-allocating operations
pylint,line-too-long,low,target/requests/src/requests/utils.py,299,,Line too long (117/100)
pylint,inconsistent-return-statements,low,target/requests/src/requests/utils.py,539,,"Either all return statements in a function should return an expression, or none of them should."
pylint,line-too-long,low,target/requests/src/requests/utils.py,560,,Line too long (106/100)
